time,BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT
2025-10-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-26 00:00:00+00:00,0.0,0.0,0.0,0.9148058879158191
2025-10-27 00:00:00+00:00,0.0,0.0,0.0,1.1547321056579518
2025-10-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-29 00:00:00+00:00,0.0,0.0,0.0,1.239486356077334
2025-10-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-10-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-11-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-11-02 00:00:00+00:00,0.0,0.0,0.0,0.0
