time,BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT
2026-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-02 00:00:00+00:00,0.0,3.0,0.0,0.0
2026-01-03 00:00:00+00:00,0.0,0.0,0.0,1.250813673888231
2026-01-04 00:00:00+00:00,0.0,0.0,2.492350615847489,0.0
2026-01-05 00:00:00+00:00,0.0,0.0,0.0,1.2887509125774628
2026-01-06 00:00:00+00:00,0.0,0.0,0.0,0.8968171294077154
2026-01-07 00:00:00+00:00,0.0,0.0,0.0,0.7541292284703213
2026-01-08 00:00:00+00:00,0.0,0.0,0.0,0.6075697368291979
2026-01-09 00:00:00+00:00,0.0,0.0,0.0,0.5907445160176534
2026-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-13 00:00:00+00:00,0.0,0.0,2.363079616900663,0.0
2026-01-14 00:00:00+00:00,0.0,0.0,1.6197833939364452,0.0
2026-01-15 00:00:00+00:00,0.0,0.0,1.9896719090644543,0.0
2026-01-16 00:00:00+00:00,0.0,1.2023240348487274,0.0,0.0
2026-01-17 00:00:00+00:00,0.0,0.0,1.5189893729489858,0.0
2026-01-18 00:00:00+00:00,0.0,1.2030796002423698,0.0,0.0
2026-01-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-05 00:00:00+00:00,0.0,0.0,1.8368951455179359,0.0
2026-03-06 00:00:00+00:00,0.0,0.0,1.4393176186234498,0.0
2026-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-11 00:00:00+00:00,0.0,1.3882812718213164,0.0,0.0
2026-03-12 00:00:00+00:00,1.7745318972473452,0.0,0.0,0.0
2026-03-13 00:00:00+00:00,1.9632095906563032,0.0,0.0,0.0
2026-03-14 00:00:00+00:00,0.0,3.0,0.0,0.0
2026-03-15 00:00:00+00:00,0.0,3.0,0.0,0.0
2026-03-16 00:00:00+00:00,0.0,2.848416996025166,0.0,0.0
2026-03-17 00:00:00+00:00,0.0,1.2974473168784202,0.0,0.0
2026-03-18 00:00:00+00:00,0.0,1.1205415468419786,0.0,0.0
2026-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-06 00:00:00+00:00,0.0,0.0,0.0,0.0
